Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2020-01-02,5.971078395843506,5.971078395843506,5.891683450284185,5.942207549705271,237536000
2020-01-03,5.8755059242248535,5.91931041118895,5.826474805979537,5.851363729816335,205384000
2020-01-06,5.900143623352051,5.905370252862974,5.756037709855697,5.782170857410312,262636000
2020-01-07,5.971575736999512,6.017371178391975,5.883469274492818,5.928517986580422,314856000
2020-01-08,5.98277473449707,6.0240902679221096,5.927272770783473,5.967343597334713,277108000
2020-01-09,6.048480987548828,6.120907544173023,5.9947212356253345,6.069138753515862,255112000
2020-01-10,6.080837249755859,6.1861170582643075,6.066650817633669,6.155752757707768,316296000
2020-01-13,6.271486282348633,6.296623954505938,6.141317545571688,6.163966752912107,319840000
2020-01-14,6.154508113861084,6.254063307729737,6.141316688702072,6.228676412859519,359088000
2020-01-15,6.111948490142822,6.189601691642836,6.086064089642818,6.167201711413345,263104000
2020-01-16,6.19557523727417,6.2015485971623985,6.142064224533097,6.165459686296713,284192000
2020-01-17,6.204285621643066,6.222205699382475,6.156747973897517,6.214738881645233,253792000
2020-01-21,6.17093563079834,6.204535602628313,6.136837681171992,6.167699961913598,217916000
2020-01-22,6.224944591522217,6.3115576052369935,6.197317977694222,6.2162335398392194,239240000
2020-01-23,6.293387413024902,6.301849711322332,6.176161367963246,6.265014550653041,244516000
2020-01-24,6.234152317047119,6.458649601386447,6.179894581687254,6.408871766709822,373512000
2020-01-27,5.97829532623291,6.029317393777205,5.779931189053332,5.929512971699287,470536000
2020-01-28,6.171682834625244,6.204038101810153,5.990989512300894,6.0442517783573875,310976000
2020-01-29,6.111201286315918,6.193334376160934,6.071378736202756,6.1572454719838525,258848000
2020-01-30,6.117920398712158,6.131360573548575,5.958383358696446,6.0133873406747975,290504000
2020-01-31,5.884464263916016,6.084072633373489,5.842651224069046,6.072125914926748,370420000
2020-02-03,5.98153018951416,6.000943248337605,5.860072534622127,5.866294644515972,255564000
2020-02-04,6.150774955749512,6.169939741532912,6.073370982195707,6.123397571961286,271544000
2020-02-05,6.241122245788574,6.2819398115033085,6.1577444293662715,6.271735301395451,208220000
2020-02-06,6.327983379364014,6.327983379364014,6.194330704477738,6.275468324748292,218284000
2020-02-07,6.261778831481934,6.3100632069700815,6.236391936795416,6.287911980673991,189752000
2020-02-10,6.545015335083008,6.545761589769547,6.279451205487257,6.284429085031176,529608000
