Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2022-03-15,190.69789123535156,190.946156991285,184.62035037904172,189.47642795898207,31721700
2022-03-16,202.21746826171875,202.31676549191621,193.17066172479323,193.34940583091395,40640300
2022-03-17,206.39822387695312,206.59683345944606,199.7149136896044,200.30081726148748,29499700
2022-03-18,214.9882354736328,215.2960826094458,204.57099812382236,205.26613926161622,52128000
2022-03-21,210.02294921875,213.22061405063212,206.18972452199992,213.01206410379527,30142300
2022-03-22,215.14712524414062,217.93764542226702,208.72200545565147,209.90375302784108,31998800
2022-03-23,211.97926330566406,215.2960905373746,210.68827820054256,211.85016024926963,23717300
2022-03-24,218.04685974121094,219.1392199973298,213.30000445243496,213.5085543588696,31502300
2022-03-25,220.28126525878906,223.93573021234633,217.37158248115725,218.98033986256667,40039000
2022-03-28,222.03897094726562,222.4858463037378,218.01706243313592,220.58910733267237,26224100
2022-03-29,228.2655029296875,229.28835679181603,223.7271969282728,224.50180014859438,31417900
2022-03-30,226.26947021484375,229.54656685574207,225.13737870274693,227.3221148476601,25588000
2022-03-31,220.81753540039062,226.9050177106061,220.71822301847524,226.86528669666313,24192300
2022-04-01,223.2902374267578,225.7033734142689,221.15514273376638,222.99231547506832,19544800
2022-04-04,232.26754760742188,232.72436333956819,224.29325144843688,224.41241418163085,28054800
2022-04-05,230.23171997070312,235.2169004234517,229.41741619841068,232.45618652341716,29727200
2022-04-06,221.75099182128906,227.40152324808412,219.8741031805888,225.3359501951381,28995100
2022-04-07,221.40342712402344,223.95560670287298,217.04388048466566,222.3766247719894,21037200
2022-04-08,220.78773498535156,223.56831487406782,218.50368667844387,220.83739117412068,18375700
2022-04-11,214.95846557617188,219.07967176886117,213.72706176092154,216.90486095018167,20516600
2022-04-12,212.654541015625,220.48980861439927,211.6515526954061,218.71223225422102,20128800
2022-04-13,213.49867248535156,215.10743009321757,209.864057372154,210.35066381723541,19231800
2022-04-14,208.72198486328125,213.4986308688344,208.54324078744588,213.39931850252168,18379500
2022-04-18,209.30792236328125,211.89981776607013,206.85505519404293,208.54325950228275,16580800
2022-04-19,215.8025360107422,216.91476181408353,207.55018422051188,209.0596443485752,20089900
2022-04-20,199.0297088623047,212.67440159783553,197.54011418103042,212.12821385078016,43036500
2022-04-21,186.76539611816406,201.56203116820575,184.29266339015666,200.20153948544436,49954100
2022-04-22,182.83285522460938,191.3831294620627,181.99868582411173,189.04942502299562,36426800
2022-04-25,185.69288635253906,185.88155562508723,180.39985787402478,181.46242757918057,29281100
2022-04-26,179.6947479248047,185.89146653798178,178.25480959653467,185.33535367903107,31747400
2022-04-27,173.7364044189453,179.95298977063828,167.82768138880363,173.22000731030988,71062900
2022-04-28,204.30287170410156,207.08345147435523,191.5618700393527,201.51236675769346,100890600
2022-04-29,199.07936096191406,211.00604334340784,198.51330772123916,203.04168818781721,49193400
2022-05-02,209.6654052734375,210.41020255624133,199.5957466160473,199.77449069050925,49915300
2022-05-03,210.5591583251953,213.40924444391214,206.6464874642892,208.9901168800485,41556300
2022-05-04,221.86024475097656,222.74407035940482,205.52435875990173,209.1887491007281,41375900
2022-05-05,206.835205078125,218.64272609094522,204.72991591258807,217.22265296779887,41129200
2022-05-06,202.35647583007812,207.9275605290676,199.62555225514092,205.90170328237653,34747200
2022-05-09,194.8489227294922,201.16480482052688,194.22328811081877,198.4537315749027,36303200
2022-05-10,196.2789306640625,201.55210885679355,192.84294056094515,198.12602877743515,34452500
2022-05-11,187.43075561523438,199.27799243110317,186.96401469453613,194.9681017385989,31153400
2022-05-12,189.91339111328125,196.67614834334174,183.49819687355438,185.7623795104132,38262200
2022-05-13,197.2421875,198.50338187615907,189.95310800388307,191.24409306072036,24549800
2022-05-16,198.65234375,203.94537210166712,194.57085364070758,195.68309466090108,27112600
2022-05-17,201.21446228027344,204.0347733061677,196.98401847084506,200.71793067646036,24872700
2022-05-18,190.90646362304688,199.60569128051193,190.3006945011028,198.61262813981287,23960000
2022-05-19,189.96304321289062,193.93529581114845,188.28477921859724,189.8736711661357,24446900
2022-05-20,192.1974334716797,196.5371296980073,186.56676728554785,193.6175216415817,31465600
2022-05-23,194.86880493164062,195.6235427290636,189.9134288180756,193.8360257785135,25059200
2022-05-24,180.02249145507812,182.40583701791712,174.88835665003077,179.29755957893033,50406300
2022-05-25,182.55479431152344,184.16355170943515,178.0760851163933,179.14857994637404,28030200
2022-05-26,190.30068969726562,191.49236240543442,180.99567799980568,181.61138743549637,23056500
2022-05-27,193.77639770507812,193.97500728439758,188.48336983269363,190.03254576550088,22562700
2022-05-31,192.29676818847656,196.22930534754266,190.67807023307347,193.53809725784882,26131100
2022-06-01,187.33145141601562,198.14590963369474,183.71670178167233,195.1468543671916,36623500
2022-06-02,197.4805450439453,199.5461182815414,186.4277469756888,187.14275367920058,31951600
2022-06-03,189.45660400390625,195.24616452028906,188.46354076239172,194.6205298291933,19465000
2022-06-06,192.9025115966797,195.55398831610356,187.09308626734085,192.64432063982002,30574200
2022-06-07,194.29278564453125,195.16668600433854,190.16165474576064,190.5985897727242,18828700
2022-06-08,195.2759246826172,200.628534111621,193.06139824300615,193.31958919038397,22267200
2022-06-09,182.7236328125,198.0664565588307,182.40584530810946,192.93232152044123,23501600
2022-06-10,174.3520965576172,181.829860523431,173.8059088194691,181.77026400868175,27450800
2022-06-13,163.1205291748047,171.38282092477996,162.89212891887655,169.40662002400506,31749300
2022-06-14,162.59420776367188,165.5932623959142,160.2406532010484,164.87825579282412,27244300
2022-06-15,168.17526245117188,170.96576767627823,162.84250265313943,166.04016743535288,30008300
2022-06-16,159.7540740966797,163.93487688731022,158.50281990437463,162.58431031260895,26944100
2022-06-17,162.6041717529297,164.7491767213856,158.7907975972423,160.5584488585028,31374200
2022-06-21,155.96055603027344,166.59625287813012,154.88804611106323,164.77894566665782,50724900
2022-06-22,154.76889038085938,159.67460937224337,154.36173087266783,157.28133881462222,47267800
2022-06-23,157.64878845214844,158.64185168649269,153.18000389759936,155.1859958737986,40499200
2022-06-24,168.97964477539062,169.06901683040093,160.181103851403,160.60811377174727,68736000
